,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Sales
10165,FDP56,8.185,Low Fat,0.046475348,Fruits and Vegetables,47.9692,OUT035,2004,Small,Tier 2,Supermarket Type1,315.0
10166,FDW44,9.5,Regular,0.035144569,Fruits and Vegetables,171.8448,OUT035,2004,Small,Tier 2,Supermarket Type1,640.0
10167,FDJ26,15.3,Regular,0.141879554,Canned,215.1218,OUT010,1998,Medium,Tier 3,Grocery Store,1763.0
10168,FDU43,19.35,Regular,0.058279823,Fruits and Vegetables,237.4564,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.0
10169,FDW33,9.395,Low Fat,0.099321607,Snack Foods,104.928,OUT045,2002,Medium,Tier 2,Supermarket Type1,493.0
10170,NCX53,5.7306115814937995,Low Fat,0.0148655,Health and Hygiene,143.2154,OUT027,1985,Medium,Tier 3,Supermarket Type3,448.0
10171,FDN56,5.46,Regular,0.179191782,Fruits and Vegetables,146.2786,OUT010,1998,Medium,Tier 3,Grocery Store,532.0
10172,DRF15,18.35,Low Fat,0.033265629,Dairy,152.334,OUT049,1999,Medium,Tier 1,Supermarket Type1,549.0
10173,FDO33,14.75,Low Fat,0.089827705,Snack Foods,114.4518,OUT017,2007,Medium,Tier 2,Supermarket Type1,461.0
10174,FDZ39,19.7,Regular,0.030169768,Meat,103.799,OUT010,1998,Medium,Tier 3,Grocery Store,486.0
10175,NCJ19,18.6,Low Fat,0.118848485,Others,55.3588,OUT017,2007,Medium,Tier 2,Supermarket Type1,266.0
10176,FDU01,20.25,Regular,0.0,Canned,184.6924,OUT035,2004,Small,Tier 2,Supermarket Type1,1381.0
10177,FDT12,6.215,Regular,0.049612318,Baking Goods,224.1062,OUT035,2004,Small,Tier 2,Supermarket Type1,1948.0
10178,NCM18,13.0,Low Fat,0.083179333,Household,62.0194,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.0
10179,FDP19,11.5,Low Fat,0.174497541,Fruits and Vegetables,128.8652,OUT017,2007,Medium,Tier 2,Supermarket Type1,468.0
10180,NCR42,9.105,Low Fat,0.038541712,Household,33.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,250.0
10181,FDN10,11.5,Low Fat,0.046123804,Snack Foods,118.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,474.0
10182,FDG44,6.13,Low Fat,0.102768984,Fruits and Vegetables,54.7298,OUT017,2007,Medium,Tier 2,Supermarket Type1,195.0
10183,FDQ10,12.85,Low Fat,0.033179231,Snack Foods,171.5422,OUT046,1997,Small,Tier 1,Supermarket Type1,538.0
10184,DRH13,8.575,Low Fat,0.023923093,Soft Drinks,105.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,445.0
10185,FDT52,9.695,Regular,0.047390108,Frozen Foods,245.0144,OUT013,1987,High,Tier 3,Supermarket Type1,2464.0
10186,FDM56,16.7,Low Fat,0.070333939,Fruits and Vegetables,110.7912,OUT045,2002,Medium,Tier 2,Supermarket Type1,418.0
10187,NCO43,5.5,Low Fat,0.078832748,Others,101.5016,OUT010,1998,Medium,Tier 3,Grocery Store,391.0
10188,NCV29,11.8,Low Fat,0.0,Health and Hygiene,177.2686,OUT035,2004,Small,Tier 2,Supermarket Type1,600.0
10189,NCF06,6.235,Low Fat,0.020181546,Household,260.1962,OUT013,1987,High,Tier 3,Supermarket Type1,3040.0
10190,FDO50,16.25,Low Fat,0.078153958,Canned,91.3804,OUT035,2004,Small,Tier 2,Supermarket Type1,303.0
10191,FDT59,13.65,Low Fat,0.015898191,Breads,229.7668,OUT013,1987,High,Tier 3,Supermarket Type1,2062.0
10192,FDX40,5.7306115814937995,Low Fat,0.09851376,Frozen Foods,36.7164,OUT027,1985,Medium,Tier 3,Supermarket Type3,219.0
10193,FDE50,19.7,Regular,0.016297312,Canned,186.3556,OUT017,2007,Medium,Tier 2,Supermarket Type1,860.0
10194,FDX51,9.5,Regular,0.022183497,Meat,196.9452,OUT017,2007,Medium,Tier 2,Supermarket Type1,862.0
10195,NCD30,19.7,Low Fat,0.026958635,Household,98.5726,OUT018,2009,Medium,Tier 3,Supermarket Type2,398.0
10196,FDK15,10.8,Low Fat,0.098331927,Meat,100.5042,OUT013,1987,High,Tier 3,Supermarket Type1,381.0
10197,FDL12,15.85,Regular,0.121879396,Baking Goods,61.222,OUT045,2002,Medium,Tier 2,Supermarket Type1,372.0
10198,FDK46,9.6,Low Fat,0.051758515,Snack Foods,259.462,OUT017,2007,Medium,Tier 2,Supermarket Type1,2833.0
10199,DRH49,19.7,Low Fat,0.04126841,Soft Drinks,80.6592,OUT010,1998,Medium,Tier 3,Grocery Store,333.0
10200,FDQ57,7.275,Low Fat,0.027947642,Snack Foods,146.876,OUT046,1997,Small,Tier 1,Supermarket Type1,488.0
10201,FDY59,8.195,Low Fat,0.031581072,Baking Goods,93.4462,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.0
10202,FDO09,13.5,Regular,0.12578499,Snack Foods,261.691,OUT018,2009,Medium,Tier 3,Supermarket Type2,3320.0
10203,NCG30,20.2,Low Fat,0.112299979,Household,126.4046,OUT035,2004,Small,Tier 2,Supermarket Type1,485.0
10204,FDM09,11.15,Regular,0.086417608,Snack Foods,168.679,OUT017,2007,Medium,Tier 2,Supermarket Type1,595.0
10205,NCN17,5.7306115814937995,Low Fat,0.054672984,Health and Hygiene,101.0358,OUT027,1985,Medium,Tier 3,Supermarket Type3,495.0
10206,NCS42,8.6,Low Fat,0.0693587,Household,89.9146,OUT013,1987,High,Tier 3,Supermarket Type1,268.0
10207,FDD02,5.7306115814937995,Low Fat,0.088053052,Canned,117.0124,OUT019,1985,Small,Tier 1,Grocery Store,479.0
10208,FDE34,9.195,Low Fat,0.107801614,Snack Foods,182.3634,OUT013,1987,High,Tier 3,Supermarket Type1,1321.0
10209,FDU38,10.8,Low Fat,0.08271731,Dairy,192.6504,OUT045,2002,Medium,Tier 2,Supermarket Type1,1082.0
10210,FDB33,17.75,Low Fat,0.014580169,Fruits and Vegetables,157.5262,OUT046,1997,Small,Tier 1,Supermarket Type1,662.0
10211,NCJ29,10.6,Low Fat,0.035391991,Health and Hygiene,86.8224,OUT017,2007,Medium,Tier 2,Supermarket Type1,379.0
10212,FDZ27,7.935,Low Fat,0.017153018,Dairy,48.135,OUT035,2004,Small,Tier 2,Supermarket Type1,312.0
10213,FDI40,11.5,Regular,0.125498428,Frozen Foods,99.7358,OUT013,1987,High,Tier 3,Supermarket Type1,366.0
10214,FDG22,17.6,Regular,0.041346719,Snack Foods,37.819,OUT013,1987,High,Tier 3,Supermarket Type1,275.0
10215,FDT51,11.65,Regular,0.010980551,Meat,110.7544,OUT017,2007,Medium,Tier 2,Supermarket Type1,353.0
10216,FDF20,12.85,Low Fat,0.033355494,Fruits and Vegetables,198.5768,OUT018,2009,Medium,Tier 3,Supermarket Type2,1424.0
10217,FDV50,14.3,Low Fat,0.122548032,Dairy,122.173,OUT035,2004,Small,Tier 2,Supermarket Type1,461.0
10218,FDT02,12.6,Low Fat,0.024232347,Dairy,36.1874,OUT049,1999,Medium,Tier 1,Supermarket Type1,215.0
10219,DRC49,8.67,Low Fat,0.065806717,Soft Drinks,144.6128,OUT017,2007,Medium,Tier 2,Supermarket Type1,496.0
10220,FDF26,6.825,Regular,0.046707264,Canned,151.9998,OUT049,1999,Medium,Tier 1,Supermarket Type1,568.0
10221,FDV52,20.7,Regular,0.0,Frozen Foods,118.6466,OUT035,2004,Small,Tier 2,Supermarket Type1,499.0
10222,FDX59,10.195,Low Fat,0.051741591,Breads,35.2558,OUT049,1999,Medium,Tier 1,Supermarket Type1,309.0
10223,FDV25,5.905,Low Fat,0.045643611,Canned,222.0456,OUT035,2004,Small,Tier 2,Supermarket Type1,1723.0
10224,FDW23,5.7306115814937995,Low Fat,0.081615145,Baking Goods,38.6164,OUT027,1985,Medium,Tier 3,Supermarket Type3,175.0
10225,FDE53,10.895,Low Fat,0.026989658,Frozen Foods,107.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,494.0
10226,FDA19,7.52,Low Fat,0.055439323,Fruits and Vegetables,130.0994,OUT017,2007,Medium,Tier 2,Supermarket Type1,496.0
10227,FDH22,6.405,Low Fat,0.136300946,Snack Foods,126.0678,OUT046,1997,Small,Tier 1,Supermarket Type1,417.0
10228,NCO41,12.5,Low Fat,0.018833177,Health and Hygiene,97.8384,OUT013,1987,High,Tier 3,Supermarket Type1,270.0
10229,FDX12,18.2,Regular,0.026211917,Baking Goods,241.3196,OUT017,2007,Medium,Tier 2,Supermarket Type1,2949.0
10230,FDF17,5.19,Low Fat,0.042585419,Frozen Foods,196.911,OUT013,1987,High,Tier 3,Supermarket Type1,1402.0
10231,FDS11,7.05,Regular,0.055671183,Breads,222.3088,OUT045,2002,Medium,Tier 2,Supermarket Type1,2132.0
10232,FDR51,9.035,Regular,0.173436917,Meat,150.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,675.0
10233,FDT49,7.0,Low Fat,0.19453961000000003,Canned,106.228,OUT010,1998,Medium,Tier 3,Grocery Store,372.0
10234,FDC56,7.72,Low Fat,0.121419594,Fruits and Vegetables,120.244,OUT013,1987,High,Tier 3,Supermarket Type1,538.0
10235,FDR13,5.7306115814937995,Regular,0.02858175,Canned,116.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,493.0
10236,FDQ60,6.195,Regular,0.10935376,Baking Goods,120.4098,OUT035,2004,Small,Tier 2,Supermarket Type1,538.0
10237,FDN38,6.615,Regular,0.092114847,Canned,248.7408,OUT049,1999,Medium,Tier 1,Supermarket Type1,2780.0
10238,NCL29,9.695,Low Fat,0.113844617,Health and Hygiene,157.8604,OUT013,1987,High,Tier 3,Supermarket Type1,808.0
10239,FDO13,5.7306115814937995,Low Fat,0.060763988,Breakfast,164.0526,OUT027,1985,Medium,Tier 3,Supermarket Type3,818.0
10240,FDE26,9.3,Low Fat,0.089368341,Canned,143.8786,OUT018,2009,Medium,Tier 3,Supermarket Type2,489.0
10241,FDA31,7.1,Low Fat,0.18413701,Fruits and Vegetables,172.808,OUT010,1998,Medium,Tier 3,Grocery Store,809.0
10242,FDX14,13.1,Low Fat,0.07492586,Dairy,75.3354,OUT035,2004,Small,Tier 2,Supermarket Type1,355.0
10243,FDA34,11.5,Low Fat,0.014890695,Starchy Foods,174.108,OUT045,2002,Medium,Tier 2,Supermarket Type1,773.0
10244,FDF26,6.825,Regular,0.046595951,Canned,153.0998,OUT013,1987,High,Tier 3,Supermarket Type1,666.0
10245,FDE38,6.52,Low Fat,0.044697626,Canned,166.5842,OUT045,2002,Medium,Tier 2,Supermarket Type1,684.0
10246,DRI11,8.26,Low Fat,0.034404287,Hard Drinks,113.5834,OUT046,1997,Small,Tier 1,Supermarket Type1,380.0
10247,FDQ60,5.7306115814937995,Regular,0.108844791,Baking Goods,118.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,385.0
10248,FDL21,5.7306115814937995,Regular,0.007111808,Snack Foods,39.348,OUT027,1985,Medium,Tier 3,Supermarket Type3,166.0
10249,DRC12,5.7306115814937995,Low Fat,0.037643694,Soft Drinks,192.0188,OUT027,1985,Medium,Tier 3,Supermarket Type3,1095.0
10250,FDC47,15.0,Low Fat,0.118890636,Snack Foods,227.9694,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.0
10251,FDE57,9.6,Low Fat,0.036358713,Fruits and Vegetables,140.0154,OUT045,2002,Medium,Tier 2,Supermarket Type1,514.0
10252,FDT14,10.695,Regular,0.127986136,Dairy,120.344,OUT045,2002,Medium,Tier 2,Supermarket Type1,407.0
10253,NCZ53,9.6,Low Fat,0.024477166,Health and Hygiene,189.6214,OUT046,1997,Small,Tier 1,Supermarket Type1,1453.0
10254,FDE28,9.5,Regular,0.133086933,Frozen Foods,230.1668,OUT018,2009,Medium,Tier 3,Supermarket Type2,2598.0
10255,FDR19,13.5,Regular,0.159690469,Fruits and Vegetables,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,438.0
10256,NCF54,5.7306115814937995,Low Fat,0.082951105,Household,173.7422,OUT019,1985,Small,Tier 1,Grocery Store,634.0
10257,FDZ08,12.5,Regular,0.109992376,Fruits and Vegetables,81.1592,OUT046,1997,Small,Tier 1,Supermarket Type1,339.0
10258,NCJ05,18.7,Low Fat,0.046276017,Health and Hygiene,154.2682,OUT018,2009,Medium,Tier 3,Supermarket Type2,860.0
10259,FDF59,12.5,Low Fat,0.071244009,Starchy Foods,127.102,OUT046,1997,Small,Tier 1,Supermarket Type1,525.0
10260,NCO05,7.27,Low Fat,0.046550645,Health and Hygiene,100.4384,OUT035,2004,Small,Tier 2,Supermarket Type1,350.0
10261,FDW24,6.8,Low Fat,0.037649797,Baking Goods,49.5034,OUT018,2009,Medium,Tier 3,Supermarket Type2,257.0
10262,NCX42,6.36,Low Fat,0.00600295,Household,166.1526,OUT018,2009,Medium,Tier 3,Supermarket Type2,824.0
10263,NCA53,11.395,Low Fat,0.009876591,Health and Hygiene,48.2034,OUT035,2004,Small,Tier 2,Supermarket Type1,252.0
10264,FDI45,5.7306115814937995,Low Fat,0.065799906,Fruits and Vegetables,177.0054,OUT019,1985,Small,Tier 1,Grocery Store,521.0
10265,FDG46,8.63,Regular,0.032909657,Snack Foods,112.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,461.0
10266,FDM20,10.0,Low Fat,0.064752101,Fruits and Vegetables,243.3144,OUT010,1998,Medium,Tier 3,Grocery Store,2448.0
10267,FDW11,12.6,Low Fat,0.081651205,Breads,61.6194,OUT010,1998,Medium,Tier 3,Grocery Store,381.0
10268,FDX08,12.85,Low Fat,0.022599777,Fruits and Vegetables,179.2318,OUT035,2004,Small,Tier 2,Supermarket Type1,573.0
10269,NCK17,11.0,Low Fat,0.03788768,Health and Hygiene,40.648,OUT035,2004,Small,Tier 2,Supermarket Type1,306.0
10270,FDK32,16.25,Regular,0.049175079,Fruits and Vegetables,151.5682,OUT018,2009,Medium,Tier 3,Supermarket Type2,873.0
10271,NCA42,6.965,Low Fat,0.028543185,Household,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,646.0
10272,DRI01,7.97,Low Fat,0.034446434,Soft Drinks,170.7422,OUT035,2004,Small,Tier 2,Supermarket Type1,801.0
10273,NCL55,12.15,Low Fat,0.0,Others,254.004,OUT049,1999,Medium,Tier 1,Supermarket Type1,3391.0
10274,DRE25,15.35,Low Fat,0.073581718,Soft Drinks,94.412,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.0
10275,FDD14,20.7,Low Fat,0.170768961,Canned,183.5266,OUT017,2007,Medium,Tier 2,Supermarket Type1,1058.0
10276,FDB10,10.0,Low Fat,0.067208123,Snack Foods,235.559,OUT046,1997,Small,Tier 1,Supermarket Type1,2955.0
10277,DRN11,7.85,Low Fat,0.162949459,Hard Drinks,145.0444,OUT035,2004,Small,Tier 2,Supermarket Type1,532.0
10278,FDP38,10.1,Low Fat,0.032232864,Canned,50.9008,OUT018,2009,Medium,Tier 3,Supermarket Type2,153.0
10279,NCA30,19.0,Low Fat,0.130065297,Household,188.6872,OUT017,2007,Medium,Tier 2,Supermarket Type1,1388.0
10280,FDT15,12.15,Regular,0.042922946,Meat,184.695,OUT017,2007,Medium,Tier 2,Supermarket Type1,812.0
10281,NCP55,14.65,Low Fat,0.011235608,Others,57.0614,OUT018,2009,Medium,Tier 3,Supermarket Type2,290.0
10282,FDF12,8.235,Low Fat,0.082412268,Baking Goods,148.5076,OUT035,2004,Small,Tier 2,Supermarket Type1,437.0
10283,FDM21,20.2,Low Fat,0.06462627,Snack Foods,256.2646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3562.0
10284,FDX56,17.1,Regular,0.07404547,Fruits and Vegetables,205.8638,OUT035,2004,Small,Tier 2,Supermarket Type1,1122.0
10285,FDF10,15.5,Regular,0.157816029,Snack Foods,145.4418,OUT017,2007,Medium,Tier 2,Supermarket Type1,448.0
10286,FDT32,19.0,Regular,0.065767041,Fruits and Vegetables,189.6214,OUT045,2002,Medium,Tier 2,Supermarket Type1,1272.0
10287,FDM51,11.8,Regular,0.026031835,Meat,101.2674,OUT018,2009,Medium,Tier 3,Supermarket Type2,354.0
10288,NCR50,20.2,Low Fat,0.011868237,Household,154.434,OUT018,2009,Medium,Tier 3,Supermarket Type2,654.0
10289,FDI19,15.1,Low Fat,0.052420442,Meat,242.4512,OUT049,1999,Medium,Tier 1,Supermarket Type1,2360.0
10290,FDX21,7.05,Low Fat,0.085446623,Snack Foods,107.8912,OUT017,2007,Medium,Tier 2,Supermarket Type1,448.0
10291,FDR31,6.46,Regular,0.049153588,Fruits and Vegetables,145.3102,OUT035,2004,Small,Tier 2,Supermarket Type1,448.0
10292,FDY02,8.945,Regular,0.08757299,Dairy,261.191,OUT013,1987,High,Tier 3,Supermarket Type1,3040.0
10293,NCA29,10.5,Low Fat,0.0,Household,170.6106,OUT045,2002,Medium,Tier 2,Supermarket Type1,517.0
10294,NCX17,20.8875,Low Fat,0.113603432,Health and Hygiene,231.73,OUT046,1997,Small,Tier 1,Supermarket Type1,2846.0
10295,FDM12,16.7,Regular,0.070058787,Baking Goods,190.3214,OUT045,2002,Medium,Tier 2,Supermarket Type1,981.0
10296,FDI53,5.7306115814937995,Regular,0.136978402,Frozen Foods,160.4236,OUT027,1985,Medium,Tier 3,Supermarket Type3,679.0
10297,NCU30,5.11,Low Fat,0.0,Household,164.121,OUT049,1999,Medium,Tier 1,Supermarket Type1,568.0
10298,FDC56,5.7306115814937995,Low Fat,0.120932251,Fruits and Vegetables,121.044,OUT027,1985,Medium,Tier 3,Supermarket Type3,539.0
10299,FDK27,11.0,Low Fat,0.00898298,Meat,123.0756,OUT018,2009,Medium,Tier 3,Supermarket Type2,419.0
10300,NCK18,9.6,Low Fat,0.00673599,Household,166.4184,OUT017,2007,Medium,Tier 2,Supermarket Type1,762.0
10301,FDB52,5.7306115814937995,Low Fat,0.053288809,Dairy,257.5672,OUT019,1985,Small,Tier 1,Grocery Store,3221.0
10302,DRG25,5.7306115814937995,Low Fat,0.018957442,Soft Drinks,188.324,OUT027,1985,Medium,Tier 3,Supermarket Type3,1495.0
10303,FDZ13,7.84,Regular,0.153733623,Canned,51.935,OUT049,1999,Medium,Tier 1,Supermarket Type1,178.0
10304,FDB57,5.7306115814937995,Regular,0.032925311,Fruits and Vegetables,223.5772,OUT019,1985,Small,Tier 1,Grocery Store,2297.0
10305,FDR40,9.1,Regular,0.008034387,Frozen Foods,82.5618,OUT046,1997,Small,Tier 1,Supermarket Type1,382.0
10306,NCO14,5.7306115814937995,Low Fat,0.051902594,Household,44.7086,OUT019,1985,Small,Tier 1,Grocery Store,261.0
10307,NCN19,13.1,Low Fat,0.012124086,Others,190.753,OUT045,2002,Medium,Tier 2,Supermarket Type1,976.0
10308,FDQ28,5.7306115814937995,Regular,0.105799985,Frozen Foods,155.0656,OUT019,1985,Small,Tier 1,Grocery Store,504.0
10309,FDO13,7.865,Low Fat,0.061308404,Breakfast,164.8526,OUT018,2009,Medium,Tier 3,Supermarket Type2,602.0
10310,FDK48,7.445,Low Fat,0.0,Baking Goods,77.2354,OUT013,1987,High,Tier 3,Supermarket Type1,262.0
10311,FDU07,11.1,Low Fat,0.060090767,Fruits and Vegetables,152.5366,OUT018,2009,Medium,Tier 3,Supermarket Type2,725.0
10312,FDW20,20.75,Low Fat,0.0,Fruits and Vegetables,123.373,OUT046,1997,Small,Tier 1,Supermarket Type1,545.0
10313,FDV12,16.7,Regular,0.101891731,Baking Goods,98.7384,OUT010,1998,Medium,Tier 3,Grocery Store,272.0
10314,FDH24,20.7,Low Fat,0.021413299,Baking Goods,158.2288,OUT013,1987,High,Tier 3,Supermarket Type1,785.0
10315,FDV59,13.35,Low Fat,0.048101713,Breads,216.0166,OUT049,1999,Medium,Tier 1,Supermarket Type1,2393.0
10316,FDK57,10.195,Low Fat,0.080455726,Snack Foods,120.144,OUT045,2002,Medium,Tier 2,Supermarket Type1,430.0
10317,FDL16,5.7306115814937995,Low Fat,0.16763712,Frozen Foods,45.506,OUT027,1985,Medium,Tier 3,Supermarket Type3,317.0
10318,NCQ17,10.3,Low Fat,0.116932555,Health and Hygiene,155.463,OUT046,1997,Small,Tier 1,Supermarket Type1,813.0
10319,FDJ15,11.35,Regular,0.023417483,Dairy,185.1608,OUT018,2009,Medium,Tier 3,Supermarket Type2,1361.0
10320,FDX24,8.355,Low Fat,0.0,Baking Goods,93.5462,OUT049,1999,Medium,Tier 1,Supermarket Type1,339.0
10321,FDT47,5.26,Regular,0.0,Breads,96.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,354.0
10322,FDT10,16.7,Regular,0.062140968,Snack Foods,60.8562,OUT049,1999,Medium,Tier 1,Supermarket Type1,290.0
10323,FDZ37,8.1,Regular,0.019849032,Canned,87.7198,OUT018,2009,Medium,Tier 3,Supermarket Type2,328.0
10324,FDW43,5.7306115814937995,Regular,0.022316641,Fruits and Vegetables,229.5036,OUT027,1985,Medium,Tier 3,Supermarket Type3,2340.0
10325,DRN36,15.2,Low Fat,0.050461669,Soft Drinks,95.5752,OUT017,2007,Medium,Tier 2,Supermarket Type1,393.0
10326,FDJ14,10.3,Regular,0.05017202,Canned,80.596,OUT045,2002,Medium,Tier 2,Supermarket Type1,253.0
10327,FDA32,14.0,Low Fat,0.030069149,Fruits and Vegetables,217.4192,OUT013,1987,High,Tier 3,Supermarket Type1,2015.0
10328,FDJ38,5.7306115814937995,Regular,0.070394702,Canned,190.053,OUT019,1985,Small,Tier 1,Grocery Store,1309.0
10329,FDQ57,7.275,Low Fat,0.0,Snack Foods,146.776,OUT017,2007,Medium,Tier 2,Supermarket Type1,543.0
10330,NCQ41,5.7306115814937995,Low Fat,0.0,Health and Hygiene,193.5794,OUT019,1985,Small,Tier 1,Grocery Store,1313.0
10331,FDG56,13.3,Regular,0.071563651,Fruits and Vegetables,59.9536,OUT049,1999,Medium,Tier 1,Supermarket Type1,329.0
10332,DRC13,5.7306115814937995,Regular,0.032284472,Soft Drinks,123.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,539.0
10333,FDV55,17.75,Low Fat,0.055063016,Fruits and Vegetables,144.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,419.0
10334,FDQ49,20.2,Regular,0.0,Breakfast,157.363,OUT045,2002,Medium,Tier 2,Supermarket Type1,746.0
10335,FDE29,8.905,Low Fat,0.19453961000000003,Frozen Foods,60.4878,OUT010,1998,Medium,Tier 3,Grocery Store,313.0
10336,FDR03,15.7,Regular,0.0,Meat,205.798,OUT013,1987,High,Tier 3,Supermarket Type1,1186.0
10337,FDD45,8.615,Low Fat,0.0,Fruits and Vegetables,92.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,321.0
10338,FDN38,6.615,Regular,0.153942031,Canned,249.7408,OUT010,1998,Medium,Tier 3,Grocery Store,2534.0
10339,FDT56,16.0,Regular,0.115592409,Fruits and Vegetables,58.1246,OUT046,1997,Small,Tier 1,Supermarket Type1,161.0
10340,FDT48,4.92,Low Fat,0.046048229,Baking Goods,200.0084,OUT045,2002,Medium,Tier 2,Supermarket Type1,1279.0
10341,FDU03,18.7,Regular,0.091720302,Meat,180.8292,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166.0
10342,FDC56,7.72,Low Fat,0.19453961000000003,Fruits and Vegetables,118.944,OUT010,1998,Medium,Tier 3,Grocery Store,387.0
10343,NCO43,5.7306115814937995,Low Fat,0.046870135,Others,99.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,312.0
10344,FDQ27,5.19,Regular,0.044502932,Meat,101.699,OUT017,2007,Medium,Tier 2,Supermarket Type1,494.0
10345,FDR03,15.7,Regular,0.008735936,Meat,205.998,OUT046,1997,Small,Tier 1,Supermarket Type1,1044.0
10346,DRH23,14.65,Low Fat,0.19453961000000003,Hard Drinks,54.1614,OUT010,1998,Medium,Tier 3,Grocery Store,191.0
10347,FDG22,17.6,Regular,0.041465078,Snack Foods,38.119,OUT045,2002,Medium,Tier 2,Supermarket Type1,268.0
10348,NCJ42,19.75,Low Fat,0.014289425,Household,103.8332,OUT013,1987,High,Tier 3,Supermarket Type1,419.0
10349,FDR24,17.35,Regular,0.062851683,Baking Goods,90.583,OUT046,1997,Small,Tier 1,Supermarket Type1,397.0
10350,FDW60,5.44,Regular,0.017058723,Baking Goods,176.037,OUT035,2004,Small,Tier 2,Supermarket Type1,641.0
10351,FDJ08,11.1,Low Fat,0.110580006,Fruits and Vegetables,190.0846,OUT013,1987,High,Tier 3,Supermarket Type1,928.0
10352,DRL59,16.75,Low Fat,0.021310584,Hard Drinks,52.2298,OUT018,2009,Medium,Tier 3,Supermarket Type2,313.0
10353,FDG60,20.35,Low Fat,0.101598896,Baking Goods,232.7616,OUT010,1998,Medium,Tier 3,Grocery Store,2609.0
10354,FDW27,5.86,Regular,0.0,Meat,155.9314,OUT017,2007,Medium,Tier 2,Supermarket Type1,530.0
10355,FDX14,13.1,Low Fat,0.075245304,Dairy,77.1354,OUT018,2009,Medium,Tier 3,Supermarket Type2,310.0
10356,FDC20,10.65,Low Fat,0.023951515,Fruits and Vegetables,56.0272,OUT013,1987,High,Tier 3,Supermarket Type1,265.0
10357,NCS29,9.0,Low Fat,0.069828759,Health and Hygiene,263.6884,OUT018,2009,Medium,Tier 3,Supermarket Type2,3060.0
10358,FDJ56,8.985,Low Fat,0.183403018,Fruits and Vegetables,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,425.0
10359,FDB20,5.7306115814937995,Low Fat,0.091011438,Fruits and Vegetables,77.0986,OUT019,1985,Small,Tier 1,Grocery Store,308.0
10360,FDL28,5.7306115814937995,Regular,0.062868628,Frozen Foods,228.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,1839.0
10361,FDW01,14.5,Low Fat,0.064321473,Canned,151.7682,OUT018,2009,Medium,Tier 3,Supermarket Type2,674.0
10362,FDL03,19.25,Regular,0.027080602,Meat,197.611,OUT046,1997,Small,Tier 1,Supermarket Type1,1008.0
10363,FDX22,6.785,Regular,0.023010532,Snack Foods,209.1928,OUT049,1999,Medium,Tier 1,Supermarket Type1,989.0
10364,FDJ21,16.7,Regular,0.038520943,Snack Foods,144.6102,OUT035,2004,Small,Tier 2,Supermarket Type1,543.0
